,address,sqm,sqm0,rooms,floor,info,price,more,views,additional,additional0,facilities,data-lat,data-lng,adddate,editdate,id
2264," Yerevan, Norq Marash, G. Hovsepyan St ",Area 590 SQ. M.Room 7+Storeys 3,,,," house for rent in G. Hovsepyan St, Norq Marash, Yerevan, 129293","2,500",Home space380 SQ. M.Land area590 SQ. M.Bathroom3Building typeStone Ceiling height3 MconditionNewly repaired ,797,"Equipment--Furniture--
","Hot water--Gas--
","Hot water--Gas--
",40.183333,44.516667,Added in 15.02.2023 ,Edited in 15.02.2023 ,129293
2265," Yerevan, Center, Northern (Hyusisayin) Ave ",Area 1700 SQ. M.Floor/Storeys 0/1,,,,"Commercial propertyfor rent in Northern (Hyusisayin) Ave, Center, Yerevan, 133268","56,000",Into building1700 SQ. M.Building typeOther Ceiling height2.8 MconditionZero condition ,22,,,,40.1809189,44.5139213,Added in 01.05.2023 ,Edited in 01.05.2023 ,133268
2266," Yerevan, Center, Mashtots Ave ",Area 100 SQ. M.Room 3Floor/Storeys 4/4,,,,"3 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 129709","377,000  / SQ. M. 3,770","Price (SQ. M.) 3,770Bathroom2Building typeStone Ceiling height3 MconditionNewly repaired ",816,,,,40.183333,44.516667,Added in 23.02.2023 ,Edited in 25.04.2023 ,129709
2267," Yerevan, Arabkir, Kasyan St ",Area 67 SQ. M.Floor/Storeys 1/6,,,,"Commercial propertyfor rent in Kasyan St, Arabkir, Yerevan, 60389","1,000",Into building67 SQ. M.Building typeStone Ceiling height2.8 MconditionNewly repaired ,4413,,"Euro windows--Grating --Iron door--Balcony--Tile--Laminate flooring--Parquet--Sunny--View--Roadside--Close to the bus station--Parking--Park--High first floor--Elevator--
","Euro windows--Grating --Iron door--Balcony--Tile--Laminate flooring--Parquet--Sunny--View--Roadside--Close to the bus station--Parking--Park--High first floor--Elevator--
",40.2008715,44.4951853,Added in 08.08.2018 ,Edited in 15.04.2019 ,60389
2268," Yerevan, Center, Sayat-Nova Ave ",Area 90 SQ. M.Room 3Floor/Storeys 3/5,,,,"3 bedrooms apartment for rent in Sayat-Nova Ave, Center, Yerevan, 7695",800,Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,9627,"Furniture--Equipment--Sunny--View--Playground--Park--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1820619,44.5208837,Added in 29.08.2015 ,Edited in 07.11.2019 ,7695
2269," Yerevan, Center, Pushkin St ",Area 97 SQ. M.Room 3Floor/Storeys 6/9,,,,"3 bedrooms apartment for rent in Pushkin St, Center, Yerevan, 131156","2,500",Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,447,"Furniture--Equipment--Euro windows--Iron door--Storage room--Tile--Laminate flooring--Parquet--Sunny--View--Bilateral--Parking--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1826419,44.5130054,Added in 20.03.2023 ,Edited in 20.03.2023 ,131156
2270," Yerevan, Qanaqer-Zeytun, Azatutyan street ",Area 70 SQ. M.Room 3Floor/Storeys 4/9,,,,"3 bedrooms apartment for rent in Azatutyan street, Qanaqer-Zeytun, Yerevan, 122684",850,Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,1419,"Elevator--Open balcony--Equipment--Furniture--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
",40.2093718,44.5300636,Added in 17.06.2022 ,Edited in 17.06.2022 ,122684
2271," Yerevan, Center, Sayat-Nova Ave ",Area 65 SQ. M.Room 2Floor/Storeys 3/5,,,,"2 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 131227","240,000  / SQ. M. 3,692","Price (SQ. M.) 3,692Bathroom2Building typeStone Ceiling height2.8 MconditionNewly repaired ",489,"Furniture--Equipment--Euro windows--Tile--Sunny--View--Roadside--Close to the bus station--Parking--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1822339,44.52069511,Added in 20.03.2023 ,Edited in 20.03.2023 ,131227
2272," Yerevan, Davtashen, Davtashen 1 district ",Area 100 SQ. M.Room 3Floor/Storeys 4/9,,,,"3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 118589","123,000  / SQ. M. 1,230","Price (SQ. M.) 1,230Bathroom1Building typeOther Ceiling height2.8 MconditionGood ",2410,,,,40.2162621,44.4805363,Added in 02.02.2022 ,Edited in 02.02.2022 ,118589
2273," Yerevan, Center, Northern (Hyusisayin) Ave ",Area 117 SQ. M.Room 4Floor/Storeys 5/9,,,,"4 bedrooms apartment for sale in new construction in Northern (Hyusisayin) Ave, Center, Yerevan, 125614","750,000   / SQ. M. 6,410","Price (SQ. M.) 6,410Bathroom2Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",2262,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Parquet--Heated floor--Security system--Sunny--View--Close to the bus station--Parking--Park--High first floor--Elevator--
","Heating--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Water--water 24/7--
","Heating--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Water--water 24/7--
",40.1813447,44.514437,Added in 29.09.2022 ,Edited in 29.09.2022 ,125614
2274," Yerevan, Arabkir, Aghbyur Serob St ",Area 60 SQ. M.Room 2Floor/Storeys 1/5,,,,"2 bedrooms apartment for sale in Aghbyur Serob St, Arabkir, Yerevan, 124967","76,000  / SQ. M. 1,267","Price (SQ. M.) 1,267Bathroom1Building typeStone Ceiling height3.2 MconditionGood ",2104,,,,40.1969924,44.5035021,Added in 29.08.2022 ,Edited in 27.02.2023 ,124967
2275," Yerevan, Malatia-Sebastia, Shahumyan 7 St ",Area 30 SQ. M.Room 2Floor/Storeys 1/1,,,,"2 bedrooms apartment for rent in Shahumyan 7 St, Malatia-Sebastia, Yerevan, 129490",608,Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,583,"Furniture--Equipment--Heater--Grating --Iron door--Tile--Parquet--Security system--Sunny--Parking--Gate--Fence--High first floor--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--water 24/7--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--water 24/7--
",40.183333,44.516667,Added in 18.02.2023 ,Edited in 18.02.2023 ,129490
2276," Yerevan, Arabkir, Komitas Ave ",Area 49 SQ. M.Room 2Floor/Storeys 10/17,,,,"2 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 130638","161,000  / SQ. M. 3,286","Price (SQ. M.) 3,286Bathroom1Building typeMonolit Ceiling height2.8 MconditionNewly repaired ",852,"Furniture--Equipment--Euro windows--Open balcony--Tile--Laminate flooring--Elevator--
","Heating--Hot water--Electricity--Air-conditioner--water 24/7--
","Heating--Hot water--Electricity--Air-conditioner--water 24/7--
",40.183333,44.516667,Added in 11.03.2023 ,Edited in 17.04.2023 ,130638
2277," Yerevan, Center, Aram St ",Area 180 SQ. M.Room 4Floor/Storeys 5/18,,,,"4 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 129127","770,000  / SQ. M. 4,278","Price (SQ. M.) 4,278Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",967,,,,40.183333,44.516667,Added in 11.02.2023 ,Edited in 10.04.2023  ,129127
2278," Yerevan, Center, Paronyan St ",Area 220 SQ. M.Floor/Storeys 1/4,,,,"Commercial property for sale in Paronyan St, Center, Yerevan, 129128","430,000  / SQ. M. 1,955","Into building220 SQ. M.Price (SQ. M.) 1,955Building typeStone Ceiling height2.8 MconditionNewly repaired ",824,,"Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
",40.1795942,44.5001601,Added in 11.02.2023 ,Edited in 11.02.2023 ,129128
2279," Yerevan, Arabkir, Arabkir 25 St ",Area 77 SQ. M.Room 3Floor/Storeys 4/7,,,,"3 bedrooms apartment for rent in new construction in Arabkir 25 St, Arabkir, Yerevan, 129559","1,600",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,675,"Furniture--Equipment--Sunny--View--Close to the bus station--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1998756,44.5084698,Added in 20.02.2023 ,Edited in 20.02.2023 ,129559
2280," Yerevan, Achapnyak, Margaryan 2 alley ",Area 105 SQ. M.Room 4Floor/Storeys 4/5,,,,"4 bedrooms apartment for sale in Margaryan 2 alley, Achapnyak, Yerevan, 132151","120,000  / SQ. M. 1,143","Price (SQ. M.) 1,143Bathroom1Building typeStone Ceiling height2.8 MconditionGood ",249,"Furniture--Equipment--Balcony--Storage room--Tile--Sunny--Bilateral--Roadside--Close to the bus station--Playground--Park--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
",40.2050443,44.47176463,Added in 06.03.2023 ,Edited in 06.04.2023 ,132151
2281," Yerevan, Arabkir, Hakobyan St ",Area 109 SQ. M.Room 4Floor/Storeys 4/6,,,,"4 bedrooms apartment for sale in Hakobyan St, Arabkir, Yerevan, 122428","175,000  / SQ. M. 1,606","Price (SQ. M.) 1,606Bathroom2Building typeStone Ceiling height2.8 MconditionGood ",1839,,,,40.2008014,44.4909757,Added in 10.06.2022 ,Edited in 16.03.2023 ,122428
2282," Yerevan, Center, Leo St ",Area 62 SQ. M.Room 3Floor/Storeys 8/14,,,,"3 bedrooms apartment for rent in new construction in Leo St, Center, Yerevan, 128330","1,900",Bathroom1Building typeMonolit Ceiling height3.2 MconditionNewly repaired ,1213,"Furniture--Equipment--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 17.01.2023 ,Edited in 17.01.2023 ,128330
2283," Yerevan, Center, Nalbandyan St ",Area 44 SQ. M.Room 2Floor/Storeys 1/7,,,,"2 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 126848","129,000  / SQ. M. 2,932","Price (SQ. M.) 2,932Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ",1292,"Furniture--Equipment--Open balcony--Laminate flooring--Sunny--View--Park--
","Heating--Internet--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
",40.1789594,44.5152444,Added in 18.11.2022 ,Edited in 18.11.2022 ,126848
2284," Yerevan, Norq Marash, Norq Ayginer St ",Area 590 SQ. M.Room 6Storeys 3,,,," for sale in Norq Ayginer St, Norq Marash, Yerevan, 128867","590,000  / SQ. M. 1,000","Home space378 SQ. M.Land area590 SQ. M.Price (SQ. M.) 1,000Bathroom3Building typeStone Ceiling height3 MconditionNewly repaired ",685,"Euro windows--Iron door--Loggia--Open balcony--Tile--Parquet--Swimming pool--Sunny--View--Bilateral--Roadside--Gate--Fence--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.6981847,-73.9843367,Added in 25.03.2021 ,Edited in 06.02.2023 ,128867
2285," Yerevan, Nor Norq, Moldovakan St ",Area 64 SQ. M.Room 3Floor/Storeys 4/5,,,,"3 bedrooms apartment for sale in Moldovakan St, Nor Norq, Yerevan, 128086","82,000  / SQ. M. 1,281","Price (SQ. M.) 1,281Bathroom1Building typeStone Ceiling height2.6 MconditionGood ",,,,,40.196001,44.5715009,Added in 22.12.2022 ,Edited in 24.01.2023 ,128086
2286," Yerevan, Center, Nalbandyan St ",Area 62 SQ. M.Room 2Floor/Storeys 2/5,,,,"2 bedrooms apartment for rent in Nalbandyan St, Center, Yerevan, 2582",800,Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,8168,"Furniture--Equipment--Euro windows--Sunny--Close to the bus station--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1818177,44.5204663,Added in 30.05.2015 ,Edited in 07.11.2019 ,2582
2287," Yerevan, Achapnyak, Shiraz St ",Area 93 SQ. M.Room 3Floor/Storeys 4/10,,,,"3 bedrooms apartment for sale in Shiraz St, Achapnyak, Yerevan, 126428","108,000  / SQ. M. 1,161","Price (SQ. M.) 1,161Bathroom1Building typeOther Ceiling height2.8 MconditionNewly repaired ",1165,,,,40.2035014,44.4616726,Added in 07.11.2022 ,Edited in 07.11.2022 ,126428
2288," Yerevan, Arabkir, Mamikoniants St ",Area 92 SQ. M.Room 4Floor/Storeys 7/9,,,,"4 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 126552","140,000  / SQ. M. 1,522","Price (SQ. M.) 1,522Bathroom2Building typePanel Ceiling height2.8 MconditionGood ",1076,,"water 24/7--Electricity--Internet--Heating--
","water 24/7--Electricity--Internet--Heating--
",40.209087,44.5180152,Added in 11.11.2022 ,Edited in 11.11.2022 ,126552
2289," Yerevan, Center, Saryan St ",Area 130 SQ. M.Room 4Floor/Storeys 10/16,,,,"4 bedrooms apartment for sale in Saryan St, Center, Yerevan, 129748","390,000  / SQ. M. 3,000","Price (SQ. M.) 3,000Bathroom2Building typePanel Ceiling height2.8 MconditionNewly repaired ",648,"Furniture--Equipment--Sunny--View--Close to the bus station--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 24.02.2023 ,Edited in 24.02.2023 ,129748
2290," Yerevan, Arabkir, Hakobyan St ",Area 110 SQ. M.Room 4Floor/Storeys 4/4,,,,"4 bedrooms apartment for rent in Hakobyan St, Arabkir, Yerevan, 8390",800,Bathroom1Building typeStone Ceiling height3 MconditionNewly repaired ,9667,"Sunny--Equipment--Furniture--
","Water--water 24/7--Electricity--Air-conditioner--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Air-conditioner--Hot water--Gas--Heating--
",40.2008014,44.4909757,Added in 10.09.2015 ,Edited in 28.09.2020 ,8390
2291," Yerevan, Center, Koghbatsi St ",Area 45 SQ. M.Room 2Floor/Storeys 8/11,,,,"2 bedrooms apartment for rent in Koghbatsi St, Center, Yerevan, 124864","1,100",Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,1516,"Furniture--Equipment--Euro windows--Tile--Sunny--View--Roadside--Close to the bus station--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1788316,44.5073409,Added in 24.08.2022 ,Edited in 24.08.2022 ,124864
2292," Yerevan, Davtashen, Sasna Tsrer St ",Area 110 SQ. M.Room 4Floor/Storeys 14/14,,,,"4 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 125604","320,000  / SQ. M. 2,909","Price (SQ. M.) 2,909Bathroom2Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",1828,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Parquet--Security system--Sunny--View--Bilateral--Roadside--Close to the bus station--Parking--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2140353,44.4903019,Added in 27.09.2022 ,Edited in 14.02.2023 ,125604
2293," Tavush, Dilijan, Dilidjan ",Area 1343 SQ. M.,,,,"Land for sale sale in Dilidjan, Dilijan, Tavush, 122440","65,000  / SQ. M. 48",Price (SQ. M.) 48,677,,,,40.7405524,44.8625965,Added in 10.06.2022 ,Edited in 10.06.2022 ,122440
2294," Yerevan, Center, Kilikia district ",Area 175 SQ. M.Room 4Storeys 2,,,," for sale in Kilikia district, Center, Yerevan, 125206","100,000  / SQ. M. 571",Home space208 SQ. M.Land area175 SQ. M.Price (SQ. M.) 571Bathroom2Building typeStone Ceiling height2.8 MconditionGood ,2397,,,,40.1765521,44.4886982,Added in 09.09.2022 ,Edited in 14.12.2022 ,125206
2295," Yerevan, Erebuni, Erebuni St ",Area 43 SQ. M.Room 2Floor/Storeys 1/9,,,,"2 bedrooms apartment for rent in new construction in Erebuni St, Erebuni, Yerevan, 129802",800,Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,603,"Furniture--Equipment--
","Heating--Hot water--Gas--
","Heating--Hot water--Gas--
",40.1417905,44.5226384,Added in 25.02.2023 ,Edited in 25.02.2023 ,129802
2296," Yerevan, Center, Sayat-Nova Ave ",Area 60 SQ. M.Room 2Floor/Storeys 6/14,,,,"2 bedrooms apartment for sale in new construction in Sayat-Nova Ave, Center, Yerevan, 128028","200,000  / SQ. M. 3,333","Price (SQ. M.) 3,333Bathroom1Building typeMonolit Ceiling height2.8 MconditionNewly repaired ",1185,"Furniture--Equipment--Euro windows--Open balcony--Tile--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
",40.17885402,44.52678488,Added in 28.12.2022 ,Edited in 28.12.2022 ,128028
2297," Yerevan, Qanaqer-Zeytun, Droi St ",Area 102 SQ. M.Room 3Floor/Storeys 5/5,,,,"3 bedrooms apartment for sale in Droi St, Qanaqer-Zeytun, Yerevan, 128443","100,000  / SQ. M. 980",Price (SQ. M.) 980Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,1082,"Furniture--Equipment--Euro windows--Open balcony--Sunny--View--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 21.01.2023 ,Edited in 09.03.2023 ,128443
2298," Yerevan, Center, E. Qochar St ",Area 55 SQ. M.Room 2Floor/Storeys 5/10,,,,"2 bedrooms apartment for rent in E. Qochar St, Center, Yerevan, 133267",800,Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,83,"Furniture--Equipment--Euro windows--Sunny--Close to the bus station--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1728787,44.5205313,Added in 01.05.2023 ,Edited in 01.05.2023 ,133267
