,address,rooms,floor,info,price,views,Lat,Lng,adddate,editdate,ListingID_NK,Sqm,pricebysqm,addyear,edityear,addmonth,editmonth,addday,editday,addquarter,editquarter,platform,housetype,type,City,DistrictStreet,District,Street,eurowindows,irondoor,openbalcony,securitysystem,sunny,view,roadside,closetothebusstation,parking,park,elevator,furniture,equipment,balcony,storageroom,playground,parquet,tile,laminateflooring,heating,hotwater,electricity,centralheating,water,water247,gas,airconditioner,sewerage,logha,garage,internet
0," Yerevan, Center, A.Manukyan St ", 2, 5/5,"2 bedrooms apartment for sale in A.Manukyan St, Center, Yerevan, 127365",125000  ,1228.0,40.1789765,44.5247991,2022-12-02,2023-04-18,127365.0,71,1761.0,2022,2023,2,4,12,18,1,2,MyRealty.am,apartment,sale, Yerevan," Center,  A.Manukyan St ", Center, A.Manukyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1," Yerevan, Nor Norq, Norqi ayginer ", 6,," for sale in Norqi ayginer, Nor Norq, Yerevan, 119457",on request ,2205.0,40.188869,44.51339,2022-03-01,2022-03-01,119457.0,630,,2022,2022,1,1,3,3,1,1,MyRealty.am,apartment,sale, Yerevan," Nor Norq,  Norqi ayginer ", Nor Norq, Norqi ayginer ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2," Yerevan, Qanaqer-Zeytun, A.Aharonyan St ", 3, 2/15,"3 bedrooms apartment for sale in new construction in A.Aharonyan St, Qanaqer-Zeytun, Yerevan, 128901",185000  ,762.0,40.2072097,44.5331838,2022-08-08,2023-02-03,128901.0,95,1947.0,2022,2023,8,3,8,2,3,1,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  A.Aharonyan St ", Qanaqer-Zeytun, A.Aharonyan St ,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3," Yerevan, Arabkir, Malkhasiants St ", 4, 11/13,"4 bedrooms apartment for sale in new construction in Malkhasiants St, Arabkir, Yerevan, 118544",160000  ,2308.0,40.210213,44.5077545,2022-02-01,2022-02-01,118544.0,132,1212.0,2022,2022,1,1,2,2,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Malkhasiants St ", Arabkir, Malkhasiants St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4," Yerevan, Center, Mashtots Ave ", 2, 2/11,"2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 127900",150000  ,1523.0,40.1842472,44.5120259,2022-12-20,2022-12-20,127900.0,40,3750.0,2022,2022,12,12,20,20,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5," Yerevan, Qanaqer-Zeytun, Nersisyan dead end ", 4, 18/19,"4 bedrooms apartment for sale in new construction in Nersisyan dead end, Qanaqer-Zeytun, Yerevan, 130642",460000   ,692.0,40.2076159,44.5283101,2023-03-12,2023-03-12,130642.0,166,2771.0,2023,2023,12,12,3,3,4,4,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  Nersisyan dead end ", Qanaqer-Zeytun, Nersisyan dead end ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6," Yerevan, Center, Mashtots Ave ", 4, 2/5,"4 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 10673",1500,9329.0,40.183731,44.5111862,2015-10-07,2020-08-13,10673.0,106,,2015,2020,7,8,10,13,3,3,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7," Yerevan, Erebuni, Erebuni St ", 4, 1/5,"4 bedrooms apartment for rent in Erebuni St, Erebuni, Yerevan, 132944",954,146.0,40.14177143,44.52382313,2023-04-25,2023-04-25,132944.0,100,,2023,2023,4,4,25,25,2,2,MyRealty.am,apartment,rent, Yerevan," Erebuni,  Erebuni St ", Erebuni, Erebuni St ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8," Yerevan, Arabkir, Kievyan St ", 4, 4/4,"4 bedrooms apartment for sale in new construction in Kievyan St, Arabkir, Yerevan, 127485",220000  ,1376.0,40.1932499,44.4847527,2022-12-02,2022-12-02,127485.0,210,1048.0,2022,2022,2,2,12,12,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Kievyan St ", Arabkir, Kievyan St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9," Yerevan, Center, Mashtots Ave ", 1, 6/12,"1 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 128024",1000,1180.0,40.1822527,44.5081994,2022-12-27,2022-12-27,128024.0,47,,2022,2022,12,12,27,27,4,4,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10," Yerevan, Avan, Abovyan dis ", 4,,"New build for sale in Abovyan dis, Avan, Yerevan, 129830",340000  ,857.0,40.1811834,44.515699,2023-02-27,2023-02-27,129830.0,300,1133.0,2023,2023,2,2,27,27,1,1,MyRealty.am,apartment,sale, Yerevan," Avan,  Abovyan dis ", Avan, Abovyan dis ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11," Yerevan, Center, Aygestan 11 St ", 4,," for sale in Aygestan 11 St, Center, Yerevan, 95008",190000  ,5806.0,40.18699485,44.52773086,2020-02-25,2021-04-20,95008.0,763,249.0,2020,2021,2,4,25,20,1,2,MyRealty.am,apartment,sale, Yerevan," Center,  Aygestan 11 St ", Center, Aygestan 11 St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
12," Yerevan, Center, D. Demirchyan St ", 2, 4/6,"2 bedrooms apartment for rent in D. Demirchyan St, Center, Yerevan, 131939",1500,286.0,40.1906596,44.5076125,2023-04-03,2023-04-03,131939.0,55,,2023,2023,3,3,4,4,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  D. Demirchyan St ", Center, D. Demirchyan St ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
13," Yerevan, Erebuni, Rostovyan St ", 1, 3/5,"1 bedrooms apartment for sale in Rostovyan St, Erebuni, Yerevan, 127108",79000  ,1452.0,40.150581,44.5162853,2022-11-24,2023-04-17,127108.0,36,2194.0,2022,2023,11,4,24,17,4,2,MyRealty.am,apartment,sale, Yerevan," Erebuni,  Rostovyan St ", Erebuni, Rostovyan St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14," Yerevan, Arabkir, Keri St ", 3, 4/14,"3 bedrooms apartment for rent in new construction in Keri St, Arabkir, Yerevan, 121189",3200,1413.0,40.1996483,44.486669,2022-04-26,2022-10-15,121189.0,150,,2022,2022,4,10,26,15,2,4,MyRealty.am,apartment,rent, Yerevan," Arabkir,  Keri St ", Arabkir, Keri St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
15," Yerevan, Arabkir, Mamikoniants St ", 3, 2/5,"3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 124832",160000  ,1858.0,40.209317,44.5172587,2022-08-23,2023-03-04,124832.0,74,2162.0,2022,2023,8,4,23,3,3,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Mamikoniants St ", Arabkir, Mamikoniants St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16," Yerevan, Center, Teryan St ", 5, 5/5,"5 bedrooms apartment for rent in Teryan St, Center, Yerevan, 59905",1500,9849.0,40.1792461,44.5095374,2018-07-27,2019-07-16,59905.0,125,,2018,2019,7,7,27,16,3,3,MyRealty.am,apartment,rent, Yerevan," Center,  Teryan St ", Center, Teryan St ,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17," Yerevan, Center, Saryan St ", 2, 4/4,"2 bedrooms apartment for sale in Saryan St, Center, Yerevan, 129906",270000  ,635.0,40.1837158,44.5040248,2023-02-28,2023-02-28,129906.0,92,2935.0,2023,2023,2,2,28,28,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Saryan St ", Center, Saryan St ,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18," Yerevan, Center, Nalbandyan St ",nan,1/5,"Commercial propertyfor rent in Nalbandyan St, Center, Yerevan, 128241",1000,803.0,40.183333,44.516667,2023-01-13,2023-01-13,128241.0,49,,2023,2023,1,1,13,13,1,1,MyRealty.am,property,rent, Yerevan," Center,  Nalbandyan St ", Center, Nalbandyan St ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
19," Yerevan, Malatia-Sebastia, Kurxinyan alley ", 4, 1/5,"4 bedrooms apartment for sale in Kurxinyan alley, Malatia-Sebastia, Yerevan, 126717",130000  ,977.0,40.1662279,44.4651836,2022-11-16,2022-11-16,126717.0,90,1444.0,2022,2022,11,11,16,16,4,4,MyRealty.am,apartment,sale, Yerevan," Malatia-Sebastia,  Kurxinyan alley ", Malatia-Sebastia, Kurxinyan alley ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20," Yerevan, Arabkir, Malkhasiants St ", 2, 12/14,"2 bedrooms apartment for sale in new construction in Malkhasiants St, Arabkir, Yerevan, 132603",215000  ,270.0,40.21217939,44.50397795,2023-04-17,2023-04-17,132603.0,77,2792.0,2023,2023,4,4,17,17,2,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Malkhasiants St ", Arabkir, Malkhasiants St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
21," Yerevan, Center, Aram St ",nan,2/12,"Commercial propertyfor rent in new construction in Aram St, Center, Yerevan, 128815",on request ,839.0,40.1791268,44.5146865,2023-02-03,2023-02-03,128815.0,250,,2023,2023,3,3,2,2,1,1,MyRealty.am,property,rent, Yerevan," Center,  Aram St ", Center, Aram St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22," Yerevan, Center, Tigran Mets Ave ", 4, 4/5,"4 bedrooms apartment for rent in Tigran Mets Ave, Center, Yerevan, 88979",1500,1321.0,40.1641158,44.5126401,2019-11-20,2023-01-09,88979.0,80,,2019,2023,11,9,20,1,4,3,MyRealty.am,apartment,rent, Yerevan," Center,  Tigran Mets Ave ", Center, Tigran Mets Ave ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23," Yerevan, Center, Spendiaryan St ", 2, 4/5,"2 bedrooms apartment for rent in Spendiaryan St, Center, Yerevan, 126586",1700,945.0,40.187477,44.5123773,2022-11-12,2022-11-12,126586.0,40,,2022,2022,12,12,11,11,4,4,MyRealty.am,apartment,rent, Yerevan," Center,  Spendiaryan St ", Center, Spendiaryan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24," Yerevan, Achapnyak, G 1 dis. ", 4,,"New build house for rent in G 1 dis., Achapnyak, Yerevan, 128213",1800,1091.0,40.2199708,44.4359686,2023-01-12,2023-01-12,128213.0,513,,2023,2023,12,12,1,1,4,4,MyRealty.am,house,rent, Yerevan," Achapnyak,  G 1 dis. ", Achapnyak, G 1 dis. ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25," Yerevan, Arabkir, Kievyan St ",nan,1/5,"Commercial property for sale in Kievyan St, Arabkir, Yerevan, 132499",on request ,181.0,40.183333,44.516667,2023-04-14,2023-04-14,132499.0,152,,2023,2023,4,4,14,14,2,2,MyRealty.am,property,sale, Yerevan," Arabkir,  Kievyan St ", Arabkir, Kievyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
26," Yerevan, Center, Aram St ", 3, 8/10,"3 bedrooms apartment for rent in new construction in Aram St, Center, Yerevan, 31918",2300,5378.0,40.1801152,44.5128465,2016-12-06,2023-04-04,31918.0,146,,2016,2023,6,4,12,4,2,2,MyRealty.am,apartment,rent, Yerevan," Center,  Aram St ", Center, Aram St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
27," Yerevan, Arabkir, Keri St ", 4,,"New build for sale in Keri St, Arabkir, Yerevan, 117736",515000  ,3535.0,40.2002107,44.4869919,2022-01-07,2022-08-29,117736.0,250,2060.0,2022,2022,7,8,1,29,3,3,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Keri St ", Arabkir, Keri St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
28," Yerevan, Avan, Tsarav Aghbyur St ", 7,,"New build for sale in Tsarav Aghbyur St, Avan, Yerevan, 82032",2500000  ,9737.0,40.216355,44.5604054,2019-07-29,2022-06-06,82032.0,3162,791.0,2019,2022,7,6,29,6,3,2,MyRealty.am,apartment,sale, Yerevan," Avan,  Tsarav Aghbyur St ", Avan, Tsarav Aghbyur St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
29," Yerevan, Center, Antarayin St ", 3, 5/16,"3 bedrooms apartment for rent in new construction in Antarayin St, Center, Yerevan, 123449",1354,2068.0,40.1936828,44.5065926,2022-07-06,2022-07-06,123449.0,120,,2022,2022,6,6,7,7,2,2,MyRealty.am,apartment,rent, Yerevan," Center,  Antarayin St ", Center, Antarayin St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
30," Yerevan, Davtashen, Davtashen 4 district ", 3, 7/12,"3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 126831",163000  ,1032.0,40.2254881,44.4946577,2022-11-17,2023-04-22,126831.0,84,1940.0,2022,2023,11,4,17,22,4,2,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Davtashen 4 district ", Davtashen, Davtashen 4 district ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
31," Yerevan, Center, Yekmalyan St ", 3, 3/10,"3 bedrooms apartment for rent in Yekmalyan St, Center, Yerevan, 123317",1800,1865.0,40.1841473,44.5091566,2022-07-01,2022-07-01,123317.0,80,,2022,2022,1,1,7,7,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Yekmalyan St ", Center, Yekmalyan St ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
32," Yerevan, Center, Northern (Hyusisayin) Ave ", 3, 4/10,"3 bedrooms apartment for rent in Northern (Hyusisayin) Ave, Center, Yerevan, 10090",2500,9186.0,40.1820773,44.5146677,2015-10-02,2020-08-01,10090.0,100,,2015,2020,2,1,10,8,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Northern (Hyusisayin) Ave ", Center, Northern (Hyusisayin) Ave ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33," Yerevan, Center, Tigran Mets Ave ", 2, 1/5,"2 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 127568",140000  ,1716.0,40.1658586,44.5131713,2022-12-08,2022-12-08,127568.0,78,1795.0,2022,2022,8,8,12,12,3,3,MyRealty.am,apartment,sale, Yerevan," Center,  Tigran Mets Ave ", Center, Tigran Mets Ave ,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34," Yerevan, Avan, Avan-Arinj 1 micro ", 4, 8/10,"4 bedrooms apartment for sale in Avan-Arinj 1 micro, Avan, Yerevan, 126014",90000  ,1604.0,40.2220541,44.5734868,2022-10-20,2022-11-02,126014.0,110,818.0,2022,2022,10,2,20,11,4,1,MyRealty.am,apartment,sale, Yerevan," Avan,  Avan-Arinj 1 micro ", Avan, Avan-Arinj 1 micro ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35," Yerevan, Arabkir, Arxutyan St ", 3, 10/14,"3 bedrooms apartment for sale in new construction in Arxutyan St, Arabkir, Yerevan, 131000",155000  ,770.0,40.2123101,44.5048036,2023-03-17,2023-03-17,131000.0,80,1938.0,2023,2023,3,3,17,17,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Arxutyan St ", Arabkir, Arxutyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36," Yerevan, Center, Argishti St ", 3, 5/14,"3 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 133216",195000  ,141.0,40.183333,44.516667,2023-04-29,2023-04-29,133216.0,87,2241.0,2023,2023,4,4,29,29,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Argishti St ", Center, Argishti St ,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
37," Yerevan, Malatia-Sebastia, Noy district ", 7,," house for rent in Noy district, Malatia-Sebastia, Yerevan, 131662",3000,745.0,40.183333,44.516667,2023-03-29,2023-03-29,131662.0,470,,2023,2023,3,3,29,29,1,1,MyRealty.am,house,rent, Yerevan," Malatia-Sebastia,  Noy district ", Malatia-Sebastia, Noy district ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38," Yerevan, Center, Buzand St ", 2, 5/17,"2 bedrooms apartment for sale in new construction in Buzand St, Center, Yerevan, 126553",240000  ,1307.0,40.1834936,44.506629,2022-11-11,2022-11-11,126553.0,45,5333.0,2022,2022,11,11,11,11,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Buzand St ", Center, Buzand St ,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
39," Yerevan, Center, Mashtots Ave ", 3, 5/10,"3 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 121012",210000  ,1369.0,40.1822527,44.5081994,2022-04-19,2022-04-19,121012.0,94,2234.0,2022,2022,4,4,19,19,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40," Yerevan, Center, Israelyan St ", 2, 6/10,"2 bedrooms apartment for sale in Israelyan St, Center, Yerevan, 127456",130000  ,1062.0,40.1774593,44.5014149,2022-12-05,2022-12-05,127456.0,55,2364.0,2022,2022,5,5,12,12,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Israelyan St ", Center, Israelyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41," Yerevan, Shengavit, Lazo St alley ", 4,,"New build for sale in Lazo St alley, Shengavit, Yerevan, 118056",180000  ,1914.0,40.1568785,44.5001584,2022-01-18,2022-01-18,118056.0,95,1895.0,2022,2022,1,1,18,18,1,1,MyRealty.am,apartment,sale, Yerevan," Shengavit,  Lazo St alley ", Shengavit, Lazo St alley ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42," Kotayk, Jrvejh, 1th aygegortsakan dist. ", 5,," for sale in 1th aygegortsakan dist., Jrvejh, Kotayk, 121847",120000  ,1330.0,40.1888299,44.6242438,2022-05-20,2022-05-20,121847.0,507,237.0,2022,2022,5,5,20,20,2,2,MyRealty.am,apartment,sale, Kotayk," Jrvejh,  1th aygegortsakan dist. ", Jrvejh, 1th aygegortsakan dist. ,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
43," Yerevan, Arabkir, A. Khachatrian St ", 2, 11/16,"2 bedrooms apartment for rent in new construction in A. Khachatrian St, Arabkir, Yerevan, 132266",1600,289.0,40.2030209,44.4911347,2022-10-05,2023-04-10,132266.0,60,,2022,2023,5,10,10,4,2,4,MyRealty.am,apartment,rent, Yerevan," Arabkir,  A. Khachatrian St ", Arabkir, A. Khachatrian St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44," Yerevan, Center, Tumanyan 1 passage ", 4, 1/5,"4 bedrooms apartment for sale in Tumanyan 1 passage, Center, Yerevan, 128346",300000  ,1171.0,40.19475275,44.51569833,2023-01-12,2023-01-12,128346.0,100,3000.0,2023,2023,12,12,1,1,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Tumanyan 1 passage ", Center, Tumanyan 1 passage ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
