,address,rooms,floor,info,price,views,Lat,Lng,adddate,editdate,ListingID_NK,Sqm,pricebysqm,addyear,edityear,addmonth,editmonth,addday,editday,addquarter,editquarter,platform,housetype,type,City,DistrictStreet,District,Street,eurowindows,irondoor,openbalcony,securitysystem,sunny,view,roadside,closetothebusstation,parking,park,elevator,furniture,equipment,balcony,storageroom,playground,parquet,tile,laminateflooring,heating,hotwater,electricity,centralheating,water,water247,gas,airconditioner,sewerage,logha,garage,internet
3255," Yerevan, Malatia-Sebastia, Noy district ", 4,,"New build for sale in Noy district, Malatia-Sebastia, Yerevan, 122889",730000  ,2569.0,40.1686452,44.457492,2022-06-22,2022-06-22,122889.0,501,1457.0,2022,2022,6,6,22,22,2,2,MyRealty.am,apartment,sale, Yerevan," Malatia-Sebastia,  Noy district ", Malatia-Sebastia, Noy district ,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3256," Yerevan, Arabkir, Hr.Kochar St ", 3, 9/9,"3 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 130302",177000  ,627.0,40.20064213,44.49885713,2023-03-06,2023-04-04,130302.0,100,1770.0,2023,2023,6,4,3,4,2,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Hr.Kochar St ", Arabkir, Hr.Kochar St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257," Yerevan, Center, Yekmalyan St ", 4, 12/13,"4 bedrooms apartment for sale in new construction in Yekmalyan St, Center, Yerevan, 126996",480000  ,1987.0,40.1847099,44.5085359,2022-11-22,2023-01-15,126996.0,133,3609.0,2022,2023,11,1,22,15,4,1,MyRealty.am,apartment,sale, Yerevan," Center,  Yekmalyan St ", Center, Yekmalyan St ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3258," Yerevan, Center, Antarayin St ", 2,," house for rent in Antarayin St, Center, Yerevan, 131949",1200,391.0,40.183333,44.516667,2023-04-03,2023-04-03,131949.0,38,,2023,2023,3,3,4,4,1,1,MyRealty.am,house,rent, Yerevan," Center,  Antarayin St ", Center, Antarayin St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259," Yerevan, Arabkir, Nikol Duman St ", 2, 2/4,"2 bedrooms apartment for sale in Nikol Duman St, Arabkir, Yerevan, 130270",on request ,,40.1972732,44.4899583,2023-03-06,2023-03-06,130270.0,60,,2023,2023,6,6,3,3,2,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Nikol Duman St ", Arabkir, Nikol Duman St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3260," Yerevan, Center, Paronyan St ", 2, 3/14,"2 bedrooms apartment for sale in new construction in Paronyan St, Center, Yerevan, 131087",190000  ,668.0,40.1779346,44.5029272,2023-03-15,2023-03-15,131087.0,78,2436.0,2023,2023,3,3,15,15,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Paronyan St ", Center, Paronyan St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3261," Yerevan, Center, Antarayin St ", 2, 2/6,"2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 123970",170000  ,2565.0,40.19315829,44.51350197,2022-07-11,2022-11-17,123970.0,92,1848.0,2022,2022,11,11,7,17,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Antarayin St ", Center, Antarayin St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262," Yerevan, Center, Vardanants St ", 3, 12/18,"3 bedrooms apartment for rent in new construction in Vardanants St, Center, Yerevan, 125911",2650,1402.0,40.1739979,44.5213035,2022-10-14,2023-03-07,125911.0,130,,2022,2023,10,7,14,3,4,3,MyRealty.am,apartment,rent, Yerevan," Center,  Vardanants St ", Center, Vardanants St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263," Yerevan, Arabkir, Komitas Ave ", 3, 4/5,"3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 127115",125000  ,1209.0,40.1998575,44.4921679,2022-11-24,2022-12-21,127115.0,64,1953.0,2022,2022,11,12,24,21,4,4,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264," Yerevan, Center, Rostom St ", 4, 6/16,"4 bedrooms apartment for sale in new construction in Rostom St, Center, Yerevan, 123476",360000  ,2331.0,40.1642153,44.5195866,2022-07-08,2022-07-08,123476.0,154,2338.0,2022,2022,8,8,7,7,3,3,MyRealty.am,apartment,sale, Yerevan," Center,  Rostom St ", Center, Rostom St ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3265," Yerevan, Arabkir, Barbyus St ",nan,,"Commercial propertyfor rent in new construction in Barbyus St, Arabkir, Yerevan, 119125",6000,1672.0,40.1979181,44.4870716,2022-02-21,2022-02-21,119125.0,600,,2022,2022,2,2,21,21,1,1,MyRealty.am,property,rent, Yerevan," Arabkir,  Barbyus St ", Arabkir, Barbyus St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3266," Yerevan, Arabkir, V. Davtyan St ", 2, 5/7,"2 bedrooms apartment for rent in V. Davtyan St, Arabkir, Yerevan, 128149",1393,756.0,40.1998139,44.5120901,2023-01-10,2023-01-10,128149.0,60,,2023,2023,10,10,1,1,4,4,MyRealty.am,apartment,rent, Yerevan," Arabkir,  V. Davtyan St ", Arabkir, V. Davtyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3267," Yerevan, Arabkir, Riga St ", 3, 10/12,"3 bedrooms apartment for sale in new construction in Riga St, Arabkir, Yerevan, 128559",260000  ,1120.0,40.19971513,44.50752882,2023-01-26,2023-02-14,128559.0,113,2301.0,2023,2023,1,2,26,14,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Riga St ", Arabkir, Riga St ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3268," Yerevan, Center, Saryan St ", 1, 3/5,"1 bedrooms apartment for sale in Saryan St, Center, Yerevan, 125085",160000  ,,40.1863077,44.5073794,2022-09-02,2022-09-02,125085.0,38,4211.0,2022,2022,2,2,9,9,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Saryan St ", Center, Saryan St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3269," Yerevan, Center, A.Manukyan St ", 4, 2/6,"4 bedrooms apartment for rent in A.Manukyan St, Center, Yerevan, 125045",1338,1595.0,40.1789765,44.5247991,2022-09-01,2022-12-29,125045.0,120,,2022,2022,1,12,9,29,1,4,MyRealty.am,apartment,rent, Yerevan," Center,  A.Manukyan St ", Center, A.Manukyan St ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3270," Yerevan, Nor Norq, Mikoyan St ",nan,,"Commercial property for sale in Mikoyan St, Nor Norq, Yerevan, 98098",168150  ,3365.0,40.1824115,44.5673895,2020-05-27,2020-05-27,98098.0,1632,103.0,2020,2020,5,5,27,27,2,2,MyRealty.am,property,sale, Yerevan," Nor Norq,  Mikoyan St ", Nor Norq, Mikoyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271," Yerevan, Center, Israelyan St ", 3, 8/8,"3 bedrooms apartment for sale in Israelyan St, Center, Yerevan, 130546",195000  ,754.0,40.183333,44.516667,2023-03-10,2023-04-14,130546.0,114,1711.0,2023,2023,10,4,3,14,4,2,MyRealty.am,apartment,sale, Yerevan," Center,  Israelyan St ", Center, Israelyan St ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
3272," Yerevan, Davtashen, Mikoyan St ", 3, 16/18,"3 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 128855",167000  ,945.0,40.2184753,44.4994036,2023-02-05,2023-02-05,128855.0,110,1518.0,2023,2023,5,5,2,2,2,2,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Mikoyan St ", Davtashen, Mikoyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3273," Yerevan, Center, Pushkin St ", 3, 2/9,"3 bedrooms apartment for rent in new construction in Pushkin St, Center, Yerevan, 125498",1200,1518.0,40.179847,44.5162567,2021-03-25,2022-09-23,125498.0,87,,2021,2022,3,9,25,23,1,3,MyRealty.am,apartment,rent, Yerevan," Center,  Pushkin St ", Center, Pushkin St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3275," Yerevan, Center, Amiryan St ", 3, 9/14,"3 bedrooms apartment for rent in new construction in Amiryan St, Center, Yerevan, 9791",2500,10067.0,40.1806224,44.5081781,2015-09-30,2020-08-11,9791.0,170,,2015,2020,9,11,30,8,3,4,MyRealty.am,apartment,rent, Yerevan," Center,  Amiryan St ", Center, Amiryan St ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3276," Yerevan, Vahagni district, Arpa ", 5,,"New build house for rent in Arpa, Vahagni district, Yerevan, 123002",3700,2152.0,40.2206937,44.4570326,2021-02-11,2022-06-23,123002.0,1000,,2021,2022,11,6,2,23,4,2,MyRealty.am,house,rent, Yerevan," Vahagni district,  Arpa ", Vahagni district, Arpa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3277," Yerevan, Arabkir, Mamikoniants St ", 3, 4/14,"3 bedrooms apartment for sale in new construction in Mamikoniants St, Arabkir, Yerevan, 128740",189000  ,1027.0,40.2099041,44.5096032,2023-01-31,2023-01-31,128740.0,90,2100.0,2023,2023,1,1,31,31,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Mamikoniants St ", Arabkir, Mamikoniants St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3278," Yerevan, Davtashen, Davtashen 1 district ", 3,," house for rent in Davtashen 1 district, Davtashen, Yerevan, 125262",973,2147.0,48.2520249,-3.9300525,2022-09-12,2022-09-12,125262.0,400,,2022,2022,12,12,9,9,4,4,MyRealty.am,house,rent, Yerevan," Davtashen,  Davtashen 1 district ", Davtashen, Davtashen 1 district ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3279," Yerevan, Nor Norq, Lvovyan St ", 3, 15/16,"3 bedrooms apartment for sale in new construction in Lvovyan St, Nor Norq, Yerevan, 129065",175000  ,984.0,40.183333,44.516667,2023-02-09,2023-02-09,129065.0,82,2134.0,2023,2023,9,9,2,2,3,3,MyRealty.am,apartment,sale, Yerevan," Nor Norq,  Lvovyan St ", Nor Norq, Lvovyan St ,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3280," Yerevan, Arabkir, Arxutyan St ", 3, 1/5,"3 bedrooms apartment for sale in Arxutyan St, Arabkir, Yerevan, 131976",115000  ,279.0,40.1872023,44.515209,2022-10-31,2023-04-04,131976.0,82,1402.0,2022,2023,10,4,31,4,4,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Arxutyan St ", Arabkir, Arxutyan St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3281," Yerevan, Center, Buzand St ", 3, 6/14,"3 bedrooms apartment for rent in new construction in Buzand St, Center, Yerevan, 5613",1800,10767.0,40.1761575,44.5171991,2015-07-21,2020-08-11,5613.0,130,,2015,2020,7,11,21,8,3,4,MyRealty.am,apartment,rent, Yerevan," Center,  Buzand St ", Center, Buzand St ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3282," Yerevan, Arabkir, Aygedzor St ", 4, 2/7,"4 bedrooms apartment for sale in new construction in Aygedzor St, Arabkir, Yerevan, 129258",225000  ,976.0,40.1909832,44.5025565,2022-04-02,2023-02-14,129258.0,131,1718.0,2022,2023,2,2,4,14,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Aygedzor St ", Arabkir, Aygedzor St ,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3283," Yerevan, Center, Teryan St ",nan,1/6,"Commercial propertyfor rent in Teryan St, Center, Yerevan, 131157",3200,364.0,40.1869374,44.5191548,2023-03-20,2023-03-20,131157.0,70,,2023,2023,3,3,20,20,1,1,MyRealty.am,property,rent, Yerevan," Center,  Teryan St ", Center, Teryan St ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3284," Yerevan, Arabkir, Baghramyan av(Arabkir) ",nan,3/5,"Commercial propertyfor rent in Baghramyan av(Arabkir), Arabkir, Yerevan, 122447",3960,1440.0,40.1922371,44.5041657,2022-06-10,2023-02-13,122447.0,275,,2022,2023,10,2,6,13,4,1,MyRealty.am,property,rent, Yerevan," Arabkir,  Baghramyan av(Arabkir) ", Arabkir, Baghramyan av(Arabkir) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3285," Yerevan, Avan, Paruyr Sevak dis. ", 3,," house for rent in Paruyr Sevak dis., Avan, Yerevan, 130622",1050,1068.0,40.183333,44.516667,2023-03-11,2023-03-11,130622.0,70,,2023,2023,11,11,3,3,4,4,MyRealty.am,house,rent, Yerevan," Avan,  Paruyr Sevak dis. ", Avan, Paruyr Sevak dis. ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3286," Yerevan, Center, Aram St ", 3, 6/11,"3 bedrooms apartment for rent in new construction in Aram St, Center, Yerevan, 9389",900,9926.0,40.1801152,44.5128465,2015-09-26,2019-11-07,9389.0,80,,2015,2019,9,7,26,11,3,3,MyRealty.am,apartment,rent, Yerevan," Center,  Aram St ", Center, Aram St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3287," Yerevan, Center, Mashtots Ave ", 4, 2/5,"4 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 127986",275000  ,1092.0,40.1803816,44.5074847,2022-12-24,2022-12-24,127986.0,83,3313.0,2022,2022,12,12,24,24,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288," Kotayk, Arzni, 11 street ",nan,,"Land for sale sale in 11 street, Arzni, Kotayk, 129872",190000  ,246.0,40.183333,44.516667,2023-02-27,2023-02-27,129872.0,12000,16.0,2023,2023,2,2,27,27,1,1,MyRealty.am,apartment,sale, Kotayk," Arzni,  11 street ", Arzni, 11 street ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289," Yerevan, Nor Norq, Gayi Ave ", 4,,"New build house for rent in Gayi Ave, Nor Norq, Yerevan, 125958",3000,1427.0,40.197807,44.5670748,2022-10-17,2022-10-17,125958.0,100,,2022,2022,10,10,17,17,4,4,MyRealty.am,house,rent, Yerevan," Nor Norq,  Gayi Ave ", Nor Norq, Gayi Ave ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3290," Yerevan, Center, Vardanants St ", 3, 2/10,"3 bedrooms apartment for rent in Vardanants St, Center, Yerevan, 10246",700,7489.0,40.1739979,44.5213035,2015-10-05,2019-11-07,10246.0,65,,2015,2019,5,7,10,11,2,3,MyRealty.am,apartment,rent, Yerevan," Center,  Vardanants St ", Center, Vardanants St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3291," Yerevan, Arabkir, Hovsep Emin St ", 4, 12/14,"4 bedrooms apartment for sale in Hovsep Emin St, Arabkir, Yerevan, 131857",219000  ,521.0,40.183333,44.516667,2023-04-01,2023-04-01,131857.0,104,2106.0,2023,2023,1,1,4,4,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Hovsep Emin St ", Arabkir, Hovsep Emin St ,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3292," Yerevan, Center, Mashtots Ave ", 2, 13/13,"2 bedrooms apartment for rent in new construction in Mashtots Ave, Center, Yerevan, 124334",1500,1787.0,40.183333,44.516667,2022-01-14,2022-07-29,124334.0,60,,2022,2022,1,7,14,29,1,3,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3293," Yerevan, Qanaqer-Zeytun, K. Ulnetsi St ",nan,,"Commercial propertyfor rent in K. Ulnetsi St, Qanaqer-Zeytun, Yerevan, 129331",1390,538.0,40.183333,44.516667,2023-02-16,2023-02-16,129331.0,470,,2023,2023,2,2,16,16,1,1,MyRealty.am,property,rent, Yerevan," Qanaqer-Zeytun,  K. Ulnetsi St ", Qanaqer-Zeytun, K. Ulnetsi St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3294," Yerevan, Avan, Tsarav Aghbyur St ",nan,1/10,"Commercial property for sale in new construction in Tsarav Aghbyur St, Avan, Yerevan, 128632",360000  ,815.0,40.216355,44.5604054,2023-01-29,2023-01-29,128632.0,226,1593.0,2023,2023,1,1,29,29,1,1,MyRealty.am,property,sale, Yerevan," Avan,  Tsarav Aghbyur St ", Avan, Tsarav Aghbyur St ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3295," Yerevan, Center, Teryan St ", 3, 7/14,"3 bedrooms apartment for sale in Teryan St, Center, Yerevan, 128040",235000  ,1153.0,40.1856198,44.517895,2022-12-28,2023-01-14,128040.0,87,2701.0,2022,2023,12,1,28,14,4,1,MyRealty.am,apartment,sale, Yerevan," Center,  Teryan St ", Center, Teryan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296," Yerevan, Center, Aram St ",nan,1/20,"Commercial propertyfor rent in new construction in Aram St, Center, Yerevan, 126478",on request ,844.0,40.1812627,44.5115928,2022-11-08,2022-11-08,126478.0,3000,,2022,2022,8,8,11,11,3,3,MyRealty.am,property,rent, Yerevan," Center,  Aram St ", Center, Aram St ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3297," Yerevan, Avan, Paruyr Sevak dis. ", 5,,"New build for sale in Paruyr Sevak dis., Avan, Yerevan, 122067",550000  ,2109.0,40.2284324,44.5793688,2022-05-09,2022-05-26,122067.0,1050,524.0,2022,2022,9,5,5,26,3,2,MyRealty.am,apartment,sale, Yerevan," Avan,  Paruyr Sevak dis. ", Avan, Paruyr Sevak dis. ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3298," Yerevan, Qanaqer-Zeytun, Tzarav Aghbyur St ", 2, 9/14,"2 bedrooms apartment for sale in Tzarav Aghbyur St, Qanaqer-Zeytun, Yerevan, 130328",144000  ,1008.0,40.183333,44.516667,2023-03-07,2023-03-07,130328.0,87,1655.0,2023,2023,7,7,3,3,3,3,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  Tzarav Aghbyur St ", Qanaqer-Zeytun, Tzarav Aghbyur St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3299," Yerevan, Center, Ghazar Parpetsi St ", 3, 3/4,"3 bedrooms apartment for sale in Ghazar Parpetsi St, Center, Yerevan, 132887",340000  ,142.0,40.1852834,44.5110193,2023-04-22,2023-04-22,132887.0,133,2556.0,2023,2023,4,4,22,22,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Ghazar Parpetsi St ", Center, Ghazar Parpetsi St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3300," Yerevan, Arabkir, Komitas Ave ", 4, 11/11,"4 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 115358",600000  ,1741.0,40.2008651,44.4932615,2021-10-16,2023-04-03,115358.0,250,2400.0,2021,2023,10,3,16,4,4,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
